comuna;cut_comuna;id;año;variable;valor;medida;estandar
PADRE HURTADO;13604;IS_39a;2018;Índice de segregación de la población vulnerable;2,65941399899938e-01;Índice;Sin estándar
PADRE LAS CASAS;9112;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;2,64700000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
PADRE LAS CASAS;9112;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;2,60000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
PADRE LAS CASAS;9112;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;0,00000000000000e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
PADRE LAS CASAS;9112;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;2,80385777445819e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PADRE LAS CASAS;9112;EA_22;2021;Consumo de energía eléctrica per cápita residencial;5,30289595104145e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PADRE LAS CASAS;9112;EA_33a;2022;Densidad de hogares en campamentos;5,45454545454545e+01;Densidad (Número hogares/ha);Sin estándar
PADRE LAS CASAS;9112;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;4,94000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
PADRE LAS CASAS;9112;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;1,00000000000000e-02;Índice;Sin estándar
PADRE LAS CASAS;9112;BPU_7;2020;Distancia a centros de salud primaria;7,77770000000000e+02;m;Hasta 1.500 metros de distancia
PADRE LAS CASAS;9112;BPU_3;2020;Distancia a establecimientos de educación básica;6,44380000000000e+02;m;Hasta 1.000 metros de distancia
PADRE LAS CASAS;9112;BPU_1;2020;Distancia a establecimientos de educación inicial;5,40190000000000e+02;m;Hasta 400 metros de distancia
PADRE LAS CASAS;9112;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,07000000000000e+02;m;400 metros de distancia máxima
PADRE LAS CASAS;9112;BPU_22;2019;Distancia a parques públicos;1,15762943000000e+03;m;Hasta 3.000 metros de distancia
PADRE LAS CASAS;9112;BPU_20;2019;Distancia a plazas públicas;2,38703042000000e+02;m;Hasta 400 metros de distancia
PADRE LAS CASAS;9112;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,60300000000000e+03;m;Sin estándar
PADRE LAS CASAS;9112;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;2,47570387700000e+01;Número de horas promedio / año;Sin estándar
PADRE LAS CASAS;9112;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;2,92378523076164e+03;Relación (Monto per cápita en pesos / hab);Sin estándar
PADRE LAS CASAS;9112;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;2,84000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
PADRE LAS CASAS;9112;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,48155019335253e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
PADRE LAS CASAS;9112;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;8,43282053753208e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
PADRE LAS CASAS;9112;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);6,46005563225597e+01;Porcentaje;Hasta 30%
PADRE LAS CASAS;9112;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);3,13000000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,82000000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;3,26100000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;4,81347036656636e-02;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;1,10900000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;4,19000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;3,61600000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;1,96200000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;2,23000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;4,66497031382528e-02;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,71100000000000e+01;Porcentaje;100% de veredas en buen estado
PADRE LAS CASAS;9112;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,28162696659757e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_10;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE);1,16600000000000e+01;Porcentaje;Ld > 65 dBA OCDE
PADRE LAS CASAS;9112;EA_90;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE);4,27000000000000e+00;Porcentaje;Ln > 55 dBA OCDE
PADRE LAS CASAS;9112;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;9,27500000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,49400000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;9,22900000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;EA_36;2022;Porcentaje de residuos municipales valorizados;1,61457526484140e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;7,50000000000000e+01;Porcentaje;100% de las UUVV de una comuna.
PADRE LAS CASAS;9112;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;8,09675274035633e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,02000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;7,26000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,82500000000000e+01;Porcentaje;Hasta 10%
PADRE LAS CASAS;9112;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;1,24255759772198e-01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;1,44400000000000e+01;Número de intersecciones promedio.;Sin estándar
PADRE LAS CASAS;9112;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;1,18100000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;1,79000000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;9,99000000000000e+00;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;2,01500000000000e+01;Porcentaje;Sin estándar
PADRE LAS CASAS;9112;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;8,10000000000000e-01;Relación (Matrículas / Población);Desde 1
PADRE LAS CASAS;9112;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,25000000000000e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
PADRE LAS CASAS;9112;IS_32;2018;Requerimiento de viviendas nuevas urbanas;6,19000000000000e+02;Número de viviendas;Sin estándar
PADRE LAS CASAS;9112;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);1,22000000000000e+00;m²/hab;Sin estándar
PADRE LAS CASAS;9112;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);6,52000000000000e+00;m²/hab;Sin estándar
PADRE LAS CASAS;9112;BPU_29;2018;Superficie de áreas verdes públicas por habitante;6,61000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
PADRE LAS CASAS;9112;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;3,94177859298266e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
PADRE LAS CASAS;9112;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;8,02563577443410e+00;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
PADRE LAS CASAS;9112;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;6,83493570627669e+01;Tasa;Sin estándar
PADRE LAS CASAS;9112;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;8,17090917766061e+01;Tasa;Sin estándar
PADRE LAS CASAS;9112;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;4,31805711286590e+01;Tasa;Sin estándar
PADRE LAS CASAS;9112;DE_16;2018;Tiempo de viaje en hora punta mañana;5,00000000000000e+01;Min;Hasta 60 minutos
PADRE LAS CASAS;9112;DE_29;2018;Tiempo de viaje en transporte público en hora punta mañana;5,00000000000000e+01;Min;Hasta 60 minutos
PADRE LAS CASAS;9112;IS_39a;2018;Índice de segregación de la población vulnerable;1,64338117302019e-01;Índice;Sin estándar
PAINE;13404;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;2,84800000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
PAINE;13404;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;4,50000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
PAINE;13404;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,10647470683615e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
PAINE;13404;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;7,33272958911578e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PAINE;13404;EA_22;2021;Consumo de energía eléctrica per cápita residencial;8,05104741701134e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PAINE;13404;EA_33a;2022;Densidad de hogares en campamentos;4,47368421052632e+01;Densidad (Número hogares/ha);Sin estándar
PAINE;13404;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;3,00000000000000e-02;Índice;Sin estándar
PAINE;13404;BPU_7;2020;Distancia a centros de salud primaria;1,45752000000000e+03;m;Hasta 1.500 metros de distancia
PAINE;13404;BPU_3;2020;Distancia a establecimientos de educación básica;7,14820000000000e+02;m;Hasta 1.000 metros de distancia
PAINE;13404;BPU_1;2020;Distancia a establecimientos de educación inicial;5,97990000000000e+02;m;Hasta 400 metros de distancia
PAINE;13404;BPU_20;2019;Distancia a plazas públicas;3,19952753000000e+02;m;Hasta 400 metros de distancia
PAINE;13404;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,22500000000000e+03;m;Sin estándar
PAINE;13404;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;2,50779470200000e+01;Número de horas promedio / año;Sin estándar
PAINE;13404;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;5,57431353842723e+02;Relación (Monto per cápita en pesos / hab);Sin estándar
PAINE;13404;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;1,25760000000000e+02;Relación (Número  microbasurales / 10.000 habs);Sin estándar
PAINE;13404;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;2,15693478235106e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
PAINE;13404;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;1,18512900129179e+01;Relación (Número víctimas mortales /100.000 habs);Sin estándar
PAINE;13404;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);2,65967446637688e+01;Porcentaje;Hasta 30%
PAINE;13404;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;4,08400000000000e+01;Porcentaje;Sin estándar
PAINE;13404;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;1,74259273262775e-01;Porcentaje;Sin estándar
PAINE;13404;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;9,84000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;2,31500000000000e+01;Porcentaje;Sin estándar
PAINE;13404;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,23300000000000e+01;Porcentaje;Sin estándar
PAINE;13404;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;4,24000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;4,00000000000000e-01;Porcentaje;Sin estándar
PAINE;13404;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;4,64985377433526e-02;Porcentaje;Sin estándar
PAINE;13404;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;5,76600000000000e+01;Porcentaje;100% de veredas en buen estado
PAINE;13404;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,15500158013124e+01;Porcentaje;Sin estándar
PAINE;13404;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;6,83000000000000e+01;Porcentaje;Sin estándar
PAINE;13404;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;7,08000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;EA_36;2022;Porcentaje de residuos municipales valorizados;3,69526889941913e-01;Porcentaje;Sin estándar
PAINE;13404;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,59000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;9,26000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;2,01800000000000e+01;Porcentaje;Hasta 10%
PAINE;13404;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;6,26370184779204e-01;Porcentaje;Sin estándar
PAINE;13404;IP_43;2019;Porcentaje de zonas típicas con lineamientos de intervención aprobados;0,00000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;IP_43a;2019;Porcentaje de zonas típicas con lineamientos de intervención en desarrollo;0,00000000000000e+00;Porcentaje;Sin estándar
PAINE;13404;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;4,22000000000000e+00;Número de intersecciones promedio.;Sin estándar
PAINE;13404;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,51000000000000e+00;Relación (Matrículas / Población);Desde 1
PAINE;13404;IS_32;2018;Requerimiento de viviendas nuevas urbanas;1,00500000000000e+03;Número de viviendas;Sin estándar
PAINE;13404;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);5,52000000000000e+00;m²/hab;Sin estándar
PAINE;13404;BPU_29;2018;Superficie de áreas verdes públicas por habitante;3,74000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
PAINE;13404;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;3,81625211616096e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
PAINE;13404;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;6,94604107657118e+00;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
PAINE;13404;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;9,61998157627771e+01;Tasa;Sin estándar
PAINE;13404;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;6,41332105085181e+01;Tasa;Sin estándar
PAINE;13404;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;6,94970790237759e+01;Tasa;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;2,65300000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;1,37000000000000e+00;Relación (Número de luminarias / 50 m de red vial);Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_34;2019;Cantidad de residuos eliminados con disposición final per cápita;1,11078953202576e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
PEDRO AGUIRRE CERDA;13121;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;1,63402768855496e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_22;2021;Consumo de energía eléctrica per cápita residencial;8,07340716327310e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_33a;2021;Densidad de hogares en campamentos;0,00000000000000e+00;Densidad (Número hogares/ha);Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;5,06000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_26b;2018;Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona;6,10000000000000e-01;Promedio per cápita de frecuencia de TP menor;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_26*;2018;Densidad de oferta real de transporte público mayor en periodo punta mañana, por persona;4,93000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;1,60000000000000e-01;Índice;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_7;2020;Distancia a centros de salud primaria;6,95300000000000e+02;m;Hasta 1.500 metros de distancia
PEDRO AGUIRRE CERDA;13121;BPU_3;2020;Distancia a establecimientos de educación básica;3,62650000000000e+02;m;Hasta 1.000 metros de distancia
PEDRO AGUIRRE CERDA;13121;BPU_1;2020;Distancia a establecimientos de educación inicial;2,75900000000000e+02;m;Hasta 400 metros de distancia
PEDRO AGUIRRE CERDA;13121;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,06000000000000e+02;m;400 metros de distancia máxima
PEDRO AGUIRRE CERDA;13121;BPU_22;2019;Distancia a parques públicos;7,32184252000000e+02;m;Hasta 3.000 metros de distancia
PEDRO AGUIRRE CERDA;13121;BPU_20;2019;Distancia a plazas públicas;2,60617212000000e+02;m;Hasta 400 metros de distancia
PEDRO AGUIRRE CERDA;13121;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;8,57000000000000e+02;m;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;9,33101488000000e+00;Número de horas promedio / año;Sin estándar
PEDRO AGUIRRE CERDA;13121;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;0,00000000000000e+00;Relación (Monto per cápita en pesos / hab);Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_35;2018;Número de microbasurales por cada 10.000 habitantes;0,00000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;1,20101667458034e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;3,72408271187703e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);5,98998238491314e+01;Porcentaje;Hasta 30%
PEDRO AGUIRRE CERDA;13121;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);2,04000000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,97000000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;5,04000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;5,18547439848504e-03;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;1,48000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;2,80000000000000e-01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;5,84400000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,67600000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;6,21000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;1,60000000000000e-01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_33;2021;Porcentaje de la superficie de campamentos respecto del área urbana;0,00000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;7,37000000000000e+00;Porcentaje;100% de veredas en buen estado
PEDRO AGUIRRE CERDA;13121;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,41579630961454e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_10;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE);1,52000000000000e+01;Porcentaje;Ld > 65 dBA OCDE
PEDRO AGUIRRE CERDA;13121;EA_90;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE);3,77300000000000e+01;Porcentaje;Ln > 55 dBA OCDE
PEDRO AGUIRRE CERDA;13121;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;1,00000000000000e+02;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,50800000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;7,13600000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;EA_36;2019;Porcentaje de residuos municipales valorizados;0,00000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;4,44444444444444e+01;Porcentaje;100% de las UUVV de una comuna.
PEDRO AGUIRRE CERDA;13121;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;7,22963241824156e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;4,18000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;1,00000000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,21700000000000e+01;Porcentaje;Hasta 10%
PEDRO AGUIRRE CERDA;13121;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;5,80971364674996e-01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IP_43;2018;Porcentaje de zonas típicas con lineamientos de intervención aprobados;0,00000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;IP_43a;2018;Porcentaje de zonas típicas con lineamientos de intervención en desarrollo;0,00000000000000e+00;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;4,91500000000000e+01;Número de intersecciones promedio.;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;2,23500000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;3,75200000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;2,60600000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;6,42000000000000e+01;Porcentaje;Sin estándar
PEDRO AGUIRRE CERDA;13121;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,31000000000000e+00;Relación (Matrículas / Población);Desde 1
PEDRO AGUIRRE CERDA;13121;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,41666666666667e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
